id,value,category,timestamp
3131,value3131,category1,2023-01-12
3132,value3132,category2,2023-01-13
3133,value3133,category3,2023-01-14
3134,value3134,category4,2023-01-15
3135,value3135,category0,2023-01-16
3136,value3136,category1,2023-01-17
3137,value3137,category2,2023-01-18
3138,value3138,category3,2023-01-19
3139,value3139,category4,2023-01-20
3140,value3140,category0,2023-01-21
3141,value3141,category1,2023-01-22
3142,value3142,category2,2023-01-23
3143,value3143,category3,2023-01-24
3144,value3144,category4,2023-01-25
3145,value3145,category0,2023-01-26
3146,value3146,category1,2023-01-27
3147,value3147,category2,2023-01-28
3148,value3148,category3,2023-01-29
3149,value3149,category4,2023-01-30
3150,value3150,category0,2023-01-01
3151,value3151,category1,2023-01-02
3152,value3152,category2,2023-01-03
3153,value3153,category3,2023-01-04
3154,value3154,category4,2023-01-05
3155,value3155,category0,2023-01-06
3156,value3156,category1,2023-01-07
3157,value3157,category2,2023-01-08
3158,value3158,category3,2023-01-09
3159,value3159,category4,2023-01-10
3160,value3160,category0,2023-01-11
3161,value3161,category1,2023-01-12
3162,value3162,category2,2023-01-13
3163,value3163,category3,2023-01-14
3164,value3164,category4,2023-01-15
3165,value3165,category0,2023-01-16
3166,value3166,category1,2023-01-17
3167,value3167,category2,2023-01-18
3168,value3168,category3,2023-01-19
3169,value3169,category4,2023-01-20
3170,value3170,category0,2023-01-21
3171,value3171,category1,2023-01-22
3172,value3172,category2,2023-01-23
3173,value3173,category3,2023-01-24
3174,value3174,category4,2023-01-25
3175,value3175,category0,2023-01-26
3176,value3176,category1,2023-01-27
3177,value3177,category2,2023-01-28
3178,value3178,category3,2023-01-29
3179,value3179,category4,2023-01-30
3180,value3180,category0,2023-01-01
3181,value3181,category1,2023-01-02
3182,value3182,category2,2023-01-03
3183,value3183,category3,2023-01-04
3184,value3184,category4,2023-01-05
3185,value3185,category0,2023-01-06
3186,value3186,category1,2023-01-07
3187,value3187,category2,2023-01-08
3188,value3188,category3,2023-01-09
3189,value3189,category4,2023-01-10
3190,value3190,category0,2023-01-11
3191,value3191,category1,2023-01-12
3192,value3192,category2,2023-01-13
3193,value3193,category3,2023-01-14
3194,value3194,category4,2023-01-15
3195,value3195,category0,2023-01-16
3196,value3196,category1,2023-01-17
3197,value3197,category2,2023-01-18
3198,value3198,category3,2023-01-19
3199,value3199,category4,2023-01-20
3200,value3200,category0,2023-01-21
3201,value3201,category1,2023-01-22
3202,value3202,category2,2023-01-23
3203,value3203,category3,2023-01-24
3204,value3204,category4,2023-01-25
3205,value3205,category0,2023-01-26
3206,value3206,category1,2023-01-27
3207,value3207,category2,2023-01-28
3208,value3208,category3,2023-01-29
3209,value3209,category4,2023-01-30
3210,value3210,category0,2023-01-01
3211,value3211,category1,2023-01-02
3212,value3212,category2,2023-01-03
3213,value3213,category3,2023-01-04
3214,value3214,category4,2023-01-05
3215,value3215,category0,2023-01-06
3216,value3216,category1,2023-01-07
3217,value3217,category2,2023-01-08
3218,value3218,category3,2023-01-09
3219,value3219,category4,2023-01-10
3220,value3220,category0,2023-01-11
3221,value3221,category1,2023-01-12
3222,value3222,category2,2023-01-13
3223,value3223,category3,2023-01-14
3224,value3224,category4,2023-01-15
3225,value3225,category0,2023-01-16
3226,value3226,category1,2023-01-17
3227,value3227,category2,2023-01-18
3228,value3228,category3,2023-01-19
3229,value3229,category4,2023-01-20
3230,value3230,category0,2023-01-21
3231,value3231,category1,2023-01-22
3232,value3232,category2,2023-01-23
3233,value3233,category3,2023-01-24
3234,value3234,category4,2023-01-25
3235,value3235,category0,2023-01-26
3236,value3236,category1,2023-01-27
3237,value3237,category2,2023-01-28
3238,value3238,category3,2023-01-29
3239,value3239,category4,2023-01-30
3240,value3240,category0,2023-01-01
3241,value3241,category1,2023-01-02
3242,value3242,category2,2023-01-03
3243,value3243,category3,2023-01-04
3244,value3244,category4,2023-01-05
3245,value3245,category0,2023-01-06
3246,value3246,category1,2023-01-07
3247,value3247,category2,2023-01-08
3248,value3248,category3,2023-01-09
3249,value3249,category4,2023-01-10
3250,value3250,category0,2023-01-11
3251,value3251,category1,2023-01-12
3252,value3252,category2,2023-01-13
3253,value3253,category3,2023-01-14
3254,value3254,category4,2023-01-15
3255,value3255,category0,2023-01-16
3256,value3256,category1,2023-01-17
3257,value3257,category2,2023-01-18
3258,value3258,category3,2023-01-19
3259,value3259,category4,2023-01-20
3260,value3260,category0,2023-01-21
3261,value3261,category1,2023-01-22
3262,value3262,category2,2023-01-23
3263,value3263,category3,2023-01-24
3264,value3264,category4,2023-01-25
3265,value3265,category0,2023-01-26
3266,value3266,category1,2023-01-27
3267,value3267,category2,2023-01-28
3268,value3268,category3,2023-01-29
3269,value3269,category4,2023-01-30
3270,value3270,category0,2023-01-01
3271,value3271,category1,2023-01-02
3272,value3272,category2,2023-01-03
3273,value3273,category3,2023-01-04
3274,value3274,category4,2023-01-05
3275,value3275,category0,2023-01-06
3276,value3276,category1,2023-01-07
3277,value3277,category2,2023-01-08
3278,value3278,category3,2023-01-09
3279,value3279,category4,2023-01-10
3280,value3280,category0,2023-01-11
3281,value3281,category1,2023-01-12
3282,value3282,category2,2023-01-13
3283,value3283,category3,2023-01-14
3284,value3284,category4,2023-01-15
3285,value3285,category0,2023-01-16
3286,value3286,category1,2023-01-17
3287,value3287,category2,2023-01-18
3288,value3288,category3,2023-01-19
3289,value3289,category4,2023-01-20
3290,value3290,category0,2023-01-21
3291,value3291,category1,2023-01-22
3292,value3292,category2,2023-01-23
3293,value3293,category3,2023-01-24
3294,value3294,category4,2023-01-25
3295,value3295,category0,2023-01-26
3296,value3296,category1,2023-01-27
3297,value3297,category2,2023-01-28
3298,value3298,category3,2023-01-29
3299,value3299,category4,2023-01-30
3300,value3300,category0,2023-01-01
3301,value3301,category1,2023-01-02
3302,value3302,category2,2023-01-03
3303,value3303,category3,2023-01-04
3304,value3304,category4,2023-01-05
3305,value3305,category0,2023-01-06
3306,value3306,category1,2023-01-07
3307,value3307,category2,2023-01-08
3308,value3308,category3,2023-01-09
3309,value3309,category4,2023-01-10
3310,value3310,category0,2023-01-11
3311,value3311,category1,2023-01-12
3312,value3312,category2,2023-01-13
3313,value3313,category3,2023-01-14
3314,value3314,category4,2023-01-15
3315,value3315,category0,2023-01-16
3316,value3316,category1,2023-01-17
3317,value3317,category2,2023-01-18
3318,value3318,category3,2023-01-19
3319,value3319,category4,2023-01-20
3320,value3320,category0,2023-01-21
3321,value3321,category1,2023-01-22
3322,value3322,category2,2023-01-23
3323,value3323,category3,2023-01-24
3324,value3324,category4,2023-01-25
3325,value3325,category0,2023-01-26
3326,value3326,category1,2023-01-27
3327,value3327,category2,2023-01-28
3328,value3328,category3,2023-01-29
3329,value3329,category4,2023-01-30
3330,value3330,category0,2023-01-01
3331,value3331,category1,2023-01-02
3332,value3332,category2,2023-01-03
3333,value3333,category3,2023-01-04
3334,value3334,category4,2023-01-05
3335,value3335,category0,2023-01-06
3336,value3336,category1,2023-01-07
3337,value3337,category2,2023-01-08
3338,value3338,category3,2023-01-09
3339,value3339,category4,2023-01-10
3340,value3340,category0,2023-01-11
3341,value3341,category1,2023-01-12
3342,value3342,category2,2023-01-13
3343,value3343,category3,2023-01-14
3344,value3344,category4,2023-01-15
3345,value3345,category0,2023-01-16
3346,value3346,category1,2023-01-17
3347,value3347,category2,2023-01-18
3348,value3348,category3,2023-01-19
3349,value3349,category4,2023-01-20
3350,value3350,category0,2023-01-21
3351,value3351,category1,2023-01-22
3352,value3352,category2,2023-01-23
3353,value3353,category3,2023-01-24
3354,value3354,category4,2023-01-25
3355,value3355,category0,2023-01-26
3356,value3356,category1,2023-01-27
3357,value3357,category2,2023-01-28
3358,value3358,category3,2023-01-29
3359,value3359,category4,2023-01-30
3360,value3360,category0,2023-01-01
3361,value3361,category1,2023-01-02
3362,value3362,category2,2023-01-03
3363,value3363,category3,2023-01-04
3364,value3364,category4,2023-01-05
3365,value3365,category0,2023-01-06
3366,value3366,category1,2023-01-07
3367,value3367,category2,2023-01-08
3368,value3368,category3,2023-01-09
3369,value3369,category4,2023-01-10
3370,value3370,category0,2023-01-11
3371,value3371,category1,2023-01-12
3372,value3372,category2,2023-01-13
3373,value3373,category3,2023-01-14
3374,value3374,category4,2023-01-15
3375,value3375,category0,2023-01-16
3376,value3376,category1,2023-01-17
3377,value3377,category2,2023-01-18
3378,value3378,category3,2023-01-19
3379,value3379,category4,2023-01-20
3380,value3380,category0,2023-01-21
3381,value3381,category1,2023-01-22
3382,value3382,category2,2023-01-23
3383,value3383,category3,2023-01-24
3384,value3384,category4,2023-01-25
3385,value3385,category0,2023-01-26
3386,value3386,category1,2023-01-27
3387,value3387,category2,2023-01-28
3388,value3388,category3,2023-01-29
3389,value3389,category4,2023-01-30
3390,value3390,category0,2023-01-01
3391,value3391,category1,2023-01-02
3392,value3392,category2,2023-01-03
3393,value3393,category3,2023-01-04
3394,value3394,category4,2023-01-05
3395,value3395,category0,2023-01-06
3396,value3396,category1,2023-01-07
3397,value3397,category2,2023-01-08
3398,value3398,category3,2023-01-09
3399,value3399,category4,2023-01-10
3400,value3400,category0,2023-01-11
3401,value3401,category1,2023-01-12
3402,value3402,category2,2023-01-13
3403,value3403,category3,2023-01-14
3404,value3404,category4,2023-01-15
3405,value3405,category0,2023-01-16
3406,value3406,category1,2023-01-17
3407,value3407,category2,2023-01-18
3408,value3408,category3,2023-01-19
3409,value3409,category4,2023-01-20
3410,value3410,category0,2023-01-21
3411,value3411,category1,2023-01-22
3412,value3412,category2,2023-01-23
3413,value3413,category3,2023-01-24
3414,value3414,category4,2023-01-25
3415,value3415,category0,2023-01-26
3416,value3416,category1,2023-01-27
3417,value3417,category2,2023-01-28
3418,value3418,category3,2023-01-29
3419,value3419,category4,2023-01-30
3420,value3420,category0,2023-01-01
3421,value3421,category1,2023-01-02
3422,value3422,category2,2023-01-03
3423,value3423,category3,2023-01-04
3424,value3424,category4,2023-01-05
3425,value3425,category0,2023-01-06
3426,value3426,category1,2023-01-07
3427,value3427,category2,2023-01-08
3428,value3428,category3,2023-01-09
3429,value3429,category4,2023-01-10
3430,value3430,category0,2023-01-11
3431,value3431,category1,2023-01-12
3432,value3432,category2,2023-01-13
3433,value3433,category3,2023-01-14
3434,value3434,category4,2023-01-15
3435,value3435,category0,2023-01-16
3436,value3436,category1,2023-01-17
3437,value3437,category2,2023-01-18
3438,value3438,category3,2023-01-19
3439,value3439,category4,2023-01-20
3440,value3440,category0,2023-01-21
3441,value3441,category1,2023-01-22
3442,value3442,category2,2023-01-23
3443,value3443,category3,2023-01-24
3444,value3444,category4,2023-01-25
3445,value3445,category0,2023-01-26
3446,value3446,category1,2023-01-27
3447,value3447,category2,2023-01-28
3448,value3448,category3,2023-01-29
3449,value3449,category4,2023-01-30
3450,value3450,category0,2023-01-01
3451,value3451,category1,2023-01-02
3452,value3452,category2,2023-01-03
3453,value3453,category3,2023-01-04
3454,value3454,category4,2023-01-05
3455,value3455,category0,2023-01-06
3456,value3456,category1,2023-01-07
3457,value3457,category2,2023-01-08
3458,value3458,category3,2023-01-09
3459,value3459,category4,2023-01-10
3460,value3460,category0,2023-01-11
3461,value3461,category1,2023-01-12
3462,value3462,category2,2023-01-13
3463,value3463,category3,2023-01-14
3464,value3464,category4,2023-01-15
3465,value3465,category0,2023-01-16
3466,value3466,category1,2023-01-17
3467,value3467,category2,2023-01-18
3468,value3468,category3,2023-01-19
3469,value3469,category4,2023-01-20
3470,value3470,category0,2023-01-21
3471,value3471,category1,2023-01-22
3472,value3472,category2,2023-01-23
3473,value3473,category3,2023-01-24
3474,value3474,category4,2023-01-25
3475,value3475,category0,2023-01-26
3476,value3476,category1,2023-01-27
3477,value3477,category2,2023-01-28
3478,value3478,category3,2023-01-29
3479,value3479,category4,2023-01-30
3480,value3480,category0,2023-01-01
3481,value3481,category1,2023-01-02
3482,value3482,category2,2023-01-03
3483,value3483,category3,2023-01-04
3484,value3484,category4,2023-01-05
3485,value3485,category0,2023-01-06
3486,value3486,category1,2023-01-07
3487,value3487,category2,2023-01-08
3488,value3488,category3,2023-01-09
3489,value3489,category4,2023-01-10
3490,value3490,category0,2023-01-11
3491,value3491,category1,2023-01-12
3492,value3492,category2,2023-01-13
3493,value3493,category3,2023-01-14
3494,value3494,category4,2023-01-15
3495,value3495,category0,2023-01-16
3496,value3496,category1,2023-01-17
3497,value3497,category2,2023-01-18
3498,value3498,category3,2023-01-19
3499,value3499,category4,2023-01-20
3500,value3500,category0,2023-01-21
3501,value3501,category1,2023-01-22
3502,value3502,category2,2023-01-23
3503,value3503,category3,2023-01-24
3504,value3504,category4,2023-01-25
3505,value3505,category0,2023-01-26
3506,value3506,category1,2023-01-27
3507,value3507,category2,2023-01-28
3508,value3508,category3,2023-01-29
3509,value3509,category4,2023-01-30
3510,value3510,category0,2023-01-01
3511,value3511,category1,2023-01-02
3512,value3512,category2,2023-01-03
3513,value3513,category3,2023-01-04
3514,value3514,category4,2023-01-05
3515,value3515,category0,2023-01-06
3516,value3516,category1,2023-01-07
3517,value3517,category2,2023-01-08
3518,value3518,category3,2023-01-09
3519,value3519,category4,2023-01-10
3520,value3520,category0,2023-01-11
3521,value3521,category1,2023-01-12
3522,value3522,category2,2023-01-13
3523,value3523,category3,2023-01-14
3524,value3524,category4,2023-01-15
3525,value3525,category0,2023-01-16
